# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-22 05:20:03 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01310521 HUDSON BAY AT FREEPORT NY
# -----------------------------------------------------------------------------------
#
# Data provided for site 01310521
#            TS   parameter     Description
#        106564       62619     Estuary or ocean water surface elevation above NGVD 1929, feet
#        238970       62620     Estuary or ocean water surface elevation above NAVD 1988, feet, NAVD88
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	106564_62619	106564_62619_cd	238970_62620	238970_62620_cd
USGS	01310521	2023-02-20 23:48	EST	0.83	P	-0.31	P
USGS	01310521	2023-02-20 23:54	EST	0.73	P	-0.41	P
USGS	01310521	2023-02-21 00:00	EST	0.65	P	-0.49	P
USGS	01310521	2023-02-21 00:06	EST	0.53	P	-0.61	P
USGS	01310521	2023-02-21 00:12	EST	0.43	P	-0.71	P
USGS	01310521	2023-02-21 00:18	EST	0.34	P	-0.80	P
USGS	01310521	2023-02-21 00:24	EST	0.25	P	-0.89	P
USGS	01310521	2023-02-21 00:30	EST	0.16	P	-0.98	P
USGS	01310521	2023-02-21 00:36	EST	0.05	P	-1.09	P
USGS	01310521	2023-02-21 00:42	EST	-0.05	P	-1.19	P
USGS	01310521	2023-02-21 00:48	EST	-0.13	P	-1.27	P
USGS	01310521	2023-02-21 00:54	EST	-0.21	P	-1.35	P
USGS	01310521	2023-02-21 01:00	EST	-0.30	P	-1.44	P
USGS	01310521	2023-02-21 01:06	EST	-0.39	P	-1.53	P
USGS	01310521	2023-02-21 01:12	EST	-0.47	P	-1.61	P
USGS	01310521	2023-02-21 01:18	EST	-0.54	P	-1.68	P
USGS	01310521	2023-02-21 01:24	EST	-0.61	P	-1.75	P
USGS	01310521	2023-02-21 01:30	EST	-0.68	P	-1.82	P
USGS	01310521	2023-02-21 01:36	EST	-0.74	P	-1.88	P
USGS	01310521	2023-02-21 01:42	EST	-0.82	P	-1.96	P
USGS	01310521	2023-02-21 01:48	EST	-0.88	P	-2.02	P
USGS	01310521	2023-02-21 01:54	EST	-0.94	P	-2.08	P
USGS	01310521	2023-02-21 02:00	EST	-0.98	P	-2.12	P
USGS	01310521	2023-02-21 02:06	EST	-1.01	P	-2.15	P
USGS	01310521	2023-02-21 02:12	EST	-1.05	P	-2.19	P
USGS	01310521	2023-02-21 02:18	EST	-1.10	P	-2.24	P
USGS	01310521	2023-02-21 02:24	EST	-1.12	P	-2.26	P
USGS	01310521	2023-02-21 02:30	EST	-1.13	P	-2.27	P
USGS	01310521	2023-02-21 02:36	EST	-1.13	P	-2.27	P
USGS	01310521	2023-02-21 02:42	EST	-1.12	P	-2.26	P
USGS	01310521	2023-02-21 02:48	EST	-1.13	P	-2.27	P
USGS	01310521	2023-02-21 02:54	EST	-1.12	P	-2.26	P
USGS	01310521	2023-02-21 03:00	EST	-1.05	P	-2.19	P
USGS	01310521	2023-02-21 03:06	EST	-1.01	P	-2.15	P
USGS	01310521	2023-02-21 03:12	EST	-0.97	P	-2.11	P
USGS	01310521	2023-02-21 03:18	EST	-0.91	P	-2.05	P
USGS	01310521	2023-02-21 03:24	EST	-0.77	P	-1.91	P
USGS	01310521	2023-02-21 03:30	EST	-0.68	P	-1.82	P
USGS	01310521	2023-02-21 03:36	EST	-0.62	P	-1.76	P
USGS	01310521	2023-02-21 03:42	EST	-0.50	P	-1.64	P
USGS	01310521	2023-02-21 03:48	EST	-0.39	P	-1.53	P
USGS	01310521	2023-02-21 03:54	EST	-0.25	P	-1.39	P
USGS	01310521	2023-02-21 04:00	EST	-0.12	P	-1.26	P
USGS	01310521	2023-02-21 04:06	EST	-0.02	P	-1.16	P
USGS	01310521	2023-02-21 04:12	EST	0.07	P	-1.07	P
USGS	01310521	2023-02-21 04:18	EST	0.21	P	-0.93	P
USGS	01310521	2023-02-21 04:24	EST	0.38	P	-0.76	P
USGS	01310521	2023-02-21 04:30	EST	0.51	P	-0.63	P
USGS	01310521	2023-02-21 04:36	EST	0.64	P	-0.50	P
USGS	01310521	2023-02-21 04:42	EST	0.77	P	-0.37	P
USGS	01310521	2023-02-21 04:48	EST	0.86	P	-0.28	P
USGS	01310521	2023-02-21 04:54	EST	1.02	P	-0.12	P
USGS	01310521	2023-02-21 05:00	EST	1.15	P	0.01	P
USGS	01310521	2023-02-21 05:06	EST	1.25	P	0.11	P
USGS	01310521	2023-02-21 05:12	EST	1.43	P	0.29	P
USGS	01310521	2023-02-21 05:18	EST	1.60	P	0.46	P
USGS	01310521	2023-02-21 05:24	EST	1.76	P	0.62	P
USGS	01310521	2023-02-21 05:30	EST	1.87	P	0.73	P
USGS	01310521	2023-02-21 05:36	EST	2.01	P	0.87	P
USGS	01310521	2023-02-21 05:42	EST	2.10	P	0.96	P
USGS	01310521	2023-02-21 05:48	EST	2.27	P	1.13	P
USGS	01310521	2023-02-21 05:54	EST	2.38	P	1.24	P
USGS	01310521	2023-02-21 06:00	EST	2.51	P	1.37	P
USGS	01310521	2023-02-21 06:06	EST	2.64	P	1.50	P
USGS	01310521	2023-02-21 06:12	EST	2.74	P	1.60	P
USGS	01310521	2023-02-21 06:18	EST	2.85	P	1.71	P
USGS	01310521	2023-02-21 06:24	EST	2.97	P	1.83	P
USGS	01310521	2023-02-21 06:30	EST	3.10	P	1.96	P
USGS	01310521	2023-02-21 06:36	EST	3.17	P	2.03	P
USGS	01310521	2023-02-21 06:42	EST	3.27	P	2.13	P
USGS	01310521	2023-02-21 06:48	EST	3.41	P	2.27	P
USGS	01310521	2023-02-21 06:54	EST	3.47	P	2.33	P
USGS	01310521	2023-02-21 07:00	EST	3.56	P	2.42	P
USGS	01310521	2023-02-21 07:06	EST	3.66	P	2.52	P
USGS	01310521	2023-02-21 07:12	EST	3.74	P	2.60	P
USGS	01310521	2023-02-21 07:18	EST	3.80	P	2.66	P
USGS	01310521	2023-02-21 07:24	EST	3.89	P	2.75	P
USGS	01310521	2023-02-21 07:30	EST	3.96	P	2.82	P
USGS	01310521	2023-02-21 07:36	EST	4.03	P	2.89	P
USGS	01310521	2023-02-21 07:42	EST	4.11	P	2.97	P
USGS	01310521	2023-02-21 07:48	EST	4.18	P	3.04	P
USGS	01310521	2023-02-21 07:54	EST	4.25	P	3.11	P
USGS	01310521	2023-02-21 08:00	EST	4.32	P	3.18	P
USGS	01310521	2023-02-21 08:06	EST	4.38	P	3.24	P
USGS	01310521	2023-02-21 08:12	EST	4.43	P	3.29	P
USGS	01310521	2023-02-21 08:18	EST	4.47	P	3.33	P
USGS	01310521	2023-02-21 08:24	EST	4.52	P	3.38	P
USGS	01310521	2023-02-21 08:30	EST	4.56	P	3.42	P
USGS	01310521	2023-02-21 08:36	EST	4.59	P	3.45	P
USGS	01310521	2023-02-21 08:42	EST	4.62	P	3.48	P
USGS	01310521	2023-02-21 08:48	EST	4.64	P	3.50	P
USGS	01310521	2023-02-21 08:54	EST	4.66	P	3.52	P
USGS	01310521	2023-02-21 09:00	EST	4.63	P	3.49	P
USGS	01310521	2023-02-21 09:06	EST	4.61	P	3.47	P
USGS	01310521	2023-02-21 09:12	EST	4.59	P	3.45	P
USGS	01310521	2023-02-21 09:18	EST	4.54	P	3.40	P
USGS	01310521	2023-02-21 09:24	EST	4.48	P	3.34	P
USGS	01310521	2023-02-21 09:30	EST	4.41	P	3.27	P
USGS	01310521	2023-02-21 09:36	EST	4.33	P	3.19	P
USGS	01310521	2023-02-21 09:42	EST	4.23	P	3.09	P
USGS	01310521	2023-02-21 09:48	EST	4.12	P	2.98	P
USGS	01310521	2023-02-21 09:54	EST	4.02	P	2.88	P
USGS	01310521	2023-02-21 10:00	EST	3.93	P	2.79	P
USGS	01310521	2023-02-21 10:06	EST	3.84	P	2.70	P
USGS	01310521	2023-02-21 10:12	EST	3.73	P	2.59	P
USGS	01310521	2023-02-21 10:18	EST	3.65	P	2.51	P
USGS	01310521	2023-02-21 10:24	EST	3.54	P	2.40	P
USGS	01310521	2023-02-21 10:30	EST	3.44	P	2.30	P
USGS	01310521	2023-02-21 10:36	EST	3.35	P	2.21	P
USGS	01310521	2023-02-21 10:42	EST	3.24	P	2.10	P
USGS	01310521	2023-02-21 10:48	EST	3.15	P	2.01	P
USGS	01310521	2023-02-21 10:54	EST	3.06	P	1.92	P
USGS	01310521	2023-02-21 11:00	EST	2.94	P	1.80	P
USGS	01310521	2023-02-21 11:06	EST	2.84	P	1.70	P
USGS	01310521	2023-02-21 11:12	EST	2.72	P	1.58	P
USGS	01310521	2023-02-21 11:18	EST	2.65	P	1.51	P
USGS	01310521	2023-02-21 11:24	EST	2.55	P	1.41	P
USGS	01310521	2023-02-21 11:30	EST	2.43	P	1.29	P
USGS	01310521	2023-02-21 11:36	EST	2.32	P	1.18	P
USGS	01310521	2023-02-21 11:42	EST	2.23	P	1.09	P
USGS	01310521	2023-02-21 11:48	EST	2.09	P	0.95	P
USGS	01310521	2023-02-21 11:54	EST	1.96	P	0.82	P
USGS	01310521	2023-02-21 12:00	EST	1.84	P	0.70	P
USGS	01310521	2023-02-21 12:06	EST	1.75	P	0.61	P
USGS	01310521	2023-02-21 12:12	EST	1.65	P	0.51	P
USGS	01310521	2023-02-21 12:18	EST	1.46	P	0.32	P
USGS	01310521	2023-02-21 12:24	EST	1.38	P	0.24	P
USGS	01310521	2023-02-21 12:30	EST	1.23	P	0.09	P
USGS	01310521	2023-02-21 12:36	EST	1.12	P	-0.02	P
USGS	01310521	2023-02-21 12:42	EST	1.00	P	-0.14	P
USGS	01310521	2023-02-21 12:48	EST	0.89	P	-0.25	P
USGS	01310521	2023-02-21 12:54	EST	0.76	P	-0.38	P
USGS	01310521	2023-02-21 13:00	EST	0.67	P	-0.47	P
USGS	01310521	2023-02-21 13:06	EST	0.57	P	-0.57	P
USGS	01310521	2023-02-21 13:12	EST	0.46	P	-0.68	P
USGS	01310521	2023-02-21 13:18	EST	0.38	P	-0.76	P
USGS	01310521	2023-02-21 13:24	EST	0.26	P	-0.88	P
USGS	01310521	2023-02-21 13:30	EST	0.16	P	-0.98	P
USGS	01310521	2023-02-21 13:36	EST	0.10	P	-1.04	P
USGS	01310521	2023-02-21 13:42	EST	-0.02	P	-1.16	P
USGS	01310521	2023-02-21 13:48	EST	-0.08	P	-1.22	P
USGS	01310521	2023-02-21 13:54	EST	-0.17	P	-1.31	P
USGS	01310521	2023-02-21 14:00	EST	-0.27	P	-1.41	P
USGS	01310521	2023-02-21 14:06	EST	-0.35	P	-1.49	P
USGS	01310521	2023-02-21 14:12	EST	-0.43	P	-1.57	P
USGS	01310521	2023-02-21 14:18	EST	-0.50	P	-1.64	P
USGS	01310521	2023-02-21 14:24	EST	-0.62	P	-1.76	P
USGS	01310521	2023-02-21 14:30	EST	-0.72	P	-1.86	P
USGS	01310521	2023-02-21 14:36	EST	-0.79	P	-1.93	P
USGS	01310521	2023-02-21 14:42	EST	-0.85	P	-1.99	P
USGS	01310521	2023-02-21 14:48	EST	-0.87	P	-2.01	P
USGS	01310521	2023-02-21 14:54	EST	-0.91	P	-2.05	P
USGS	01310521	2023-02-21 15:00	EST	-0.94	P	-2.08	P
USGS	01310521	2023-02-21 15:06	EST	-0.98	P	-2.12	P
USGS	01310521	2023-02-21 15:12	EST	-1.00	P	-2.14	P
USGS	01310521	2023-02-21 15:18	EST	-0.97	P	-2.11	P
USGS	01310521	2023-02-21 15:24	EST	-1.00	P	-2.14	P
USGS	01310521	2023-02-21 15:30	EST	-0.99	P	-2.13	P
USGS	01310521	2023-02-21 15:36	EST	-0.86	P	-2.00	P
USGS	01310521	2023-02-21 15:42	EST	-0.80	P	-1.94	P
USGS	01310521	2023-02-21 15:48	EST	-0.74	P	-1.88	P
USGS	01310521	2023-02-21 15:54	EST	-0.69	P	-1.83	P
USGS	01310521	2023-02-21 16:00	EST	-0.58	P	-1.72	P
USGS	01310521	2023-02-21 16:06	EST	-0.46	P	-1.60	P
USGS	01310521	2023-02-21 16:12	EST	-0.36	P	-1.50	P
USGS	01310521	2023-02-21 16:18	EST	-0.22	P	-1.36	P
USGS	01310521	2023-02-21 16:24	EST	-0.11	P	-1.25	P
USGS	01310521	2023-02-21 16:30	EST	0.05	P	-1.09	P
USGS	01310521	2023-02-21 16:36	EST	0.16	P	-0.98	P
USGS	01310521	2023-02-21 16:42	EST	0.25	P	-0.89	P
USGS	01310521	2023-02-21 16:48	EST	0.43	P	-0.71	P
USGS	01310521	2023-02-21 16:54	EST	0.56	P	-0.58	P
USGS	01310521	2023-02-21 17:00	EST	0.61	P	-0.53	P
USGS	01310521	2023-02-21 17:06	EST	0.83	P	-0.31	P
USGS	01310521	2023-02-21 17:12	EST	0.91	P	-0.23	P
USGS	01310521	2023-02-21 17:18	EST	1.01	P	-0.13	P
USGS	01310521	2023-02-21 17:24	EST	1.15	P	0.01	P
USGS	01310521	2023-02-21 17:30	EST	1.24	P	0.10	P
USGS	01310521	2023-02-21 17:36	EST	1.38	P	0.24	P
USGS	01310521	2023-02-21 17:42	EST	1.46	P	0.32	P
USGS	01310521	2023-02-21 17:48	EST	1.64	P	0.50	P
USGS	01310521	2023-02-21 17:54	EST	1.76	P	0.62	P
USGS	01310521	2023-02-21 18:00	EST	1.88	P	0.74	P
USGS	01310521	2023-02-21 18:06	EST	2.02	P	0.88	P
USGS	01310521	2023-02-21 18:12	EST	2.17	P	1.03	P
USGS	01310521	2023-02-21 18:18	EST	2.27	P	1.13	P
USGS	01310521	2023-02-21 18:24	EST	2.43	P	1.29	P
USGS	01310521	2023-02-21 18:30	EST	2.57	P	1.43	P
USGS	01310521	2023-02-21 18:36	EST	2.68	P	1.54	P
USGS	01310521	2023-02-21 18:42	EST	2.78	P	1.64	P
USGS	01310521	2023-02-21 18:48	EST	2.91	P	1.77	P
USGS	01310521	2023-02-21 18:54	EST	3.04	P	1.90	P
USGS	01310521	2023-02-21 19:00	EST	3.11	P	1.97	P
USGS	01310521	2023-02-21 19:06	EST	3.20	P	2.06	P
USGS	01310521	2023-02-21 19:12	EST	3.33	P	2.19	P
USGS	01310521	2023-02-21 19:18	EST	3.40	P	2.26	P
USGS	01310521	2023-02-21 19:24	EST	3.49	P	2.35	P
USGS	01310521	2023-02-21 19:30	EST	3.60	P	2.46	P
USGS	01310521	2023-02-21 19:36	EST	3.68	P	2.54	P
USGS	01310521	2023-02-21 19:42	EST	3.72	P	2.58	P
USGS	01310521	2023-02-21 19:48	EST	3.80	P	2.66	P
USGS	01310521	2023-02-21 19:54	EST	3.87	P	2.73	P
USGS	01310521	2023-02-21 20:00	EST	3.94	P	2.80	P
USGS	01310521	2023-02-21 20:06	EST	4.00	P	2.86	P
USGS	01310521	2023-02-21 20:12	EST	4.06	P	2.92	P
USGS	01310521	2023-02-21 20:18	EST	4.12	P	2.98	P
USGS	01310521	2023-02-21 20:24	EST	4.18	P	3.04	P
USGS	01310521	2023-02-21 20:30	EST	4.20	P	3.06	P
USGS	01310521	2023-02-21 20:36	EST	4.21	P	3.07	P
USGS	01310521	2023-02-21 20:42	EST	4.21	P	3.07	P
USGS	01310521	2023-02-21 20:48	EST	4.24	P	3.10	P
USGS	01310521	2023-02-21 20:54	EST	4.23	P	3.09	P
USGS	01310521	2023-02-21 21:00	EST	4.23	P	3.09	P
USGS	01310521	2023-02-21 21:06	EST	4.21	P	3.07	P
USGS	01310521	2023-02-21 21:12	EST	4.20	P	3.06	P
USGS	01310521	2023-02-21 21:18	EST	4.16	P	3.02	P
USGS	01310521	2023-02-21 21:24	EST	4.09	P	2.95	P
USGS	01310521	2023-02-21 21:30	EST	4.05	P	2.91	P
USGS	01310521	2023-02-21 21:36	EST	3.97	P	2.83	P
USGS	01310521	2023-02-21 21:42	EST	3.89	P	2.75	P
USGS	01310521	2023-02-21 21:48	EST	3.81	P	2.67	P
USGS	01310521	2023-02-21 21:54	EST	3.73	P	2.59	P
USGS	01310521	2023-02-21 22:00	EST	3.66	P	2.52	P
USGS	01310521	2023-02-21 22:06	EST	3.56	P	2.42	P
USGS	01310521	2023-02-21 22:12	EST	3.46	P	2.32	P
USGS	01310521	2023-02-21 22:18	EST	3.37	P	2.23	P
USGS	01310521	2023-02-21 22:24	EST	3.26	P	2.12	P
USGS	01310521	2023-02-21 22:30	EST	3.15	P	2.01	P
USGS	01310521	2023-02-21 22:36	EST	3.06	P	1.92	P
USGS	01310521	2023-02-21 22:42	EST	2.97	P	1.83	P
USGS	01310521	2023-02-21 22:48	EST	2.84	P	1.70	P
USGS	01310521	2023-02-21 22:54	EST	2.73	P	1.59	P
USGS	01310521	2023-02-21 23:00	EST	2.62	P	1.48	P
USGS	01310521	2023-02-21 23:06	EST	2.50	P	1.36	P
USGS	01310521	2023-02-21 23:12	EST	2.39	P	1.25	P
USGS	01310521	2023-02-21 23:18	EST	2.27	P	1.13	P
USGS	01310521	2023-02-21 23:24	EST	2.18	P	1.04	P
USGS	01310521	2023-02-21 23:30	EST	2.07	P	0.93	P
USGS	01310521	2023-02-21 23:36	EST	1.93	P	0.79	P
USGS	01310521	2023-02-21 23:42	EST	1.84	P	0.70	P
USGS	01310521	2023-02-21 23:48	EST	1.74	P	0.60	P
USGS	01310521	2023-02-21 23:54	EST	1.62	P	0.48	P
USGS	01310521	2023-02-22 00:00	EST	1.51	P	0.37	P
USGS	01310521	2023-02-22 00:06	EST	1.41	P	0.27	P
USGS	01310521	2023-02-22 00:12	EST	1.32	P	0.18	P
USGS	01310521	2023-02-22 00:18	EST	1.20	P	0.06	P
USGS	01310521	2023-02-22 00:24	EST	1.10	P	-0.04	P
USGS	01310521	2023-02-22 00:30	EST	1.00	P	-0.14	P
USGS	01310521	2023-02-22 00:36	EST	0.91	P	-0.23	P
USGS	01310521	2023-02-22 00:42	EST	0.80	P	-0.34	P
USGS	01310521	2023-02-22 00:48	EST	0.69	P	-0.45	P
USGS	01310521	2023-02-22 00:54	EST	0.59	P	-0.55	P
USGS	01310521	2023-02-22 01:00	EST	0.50	P	-0.64	P
USGS	01310521	2023-02-22 01:06	EST	0.41	P	-0.73	P
USGS	01310521	2023-02-22 01:12	EST	0.30	P	-0.84	P
USGS	01310521	2023-02-22 01:18	EST	0.19	P	-0.95	P
USGS	01310521	2023-02-22 01:24	EST	0.10	P	-1.04	P
USGS	01310521	2023-02-22 01:30	EST	0.02	P	-1.12	P
USGS	01310521	2023-02-22 01:36	EST	-0.08	P	-1.22	P
USGS	01310521	2023-02-22 01:42	EST	-0.16	P	-1.30	P
USGS	01310521	2023-02-22 01:48	EST	-0.25	P	-1.39	P
USGS	01310521	2023-02-22 01:54	EST	-0.32	P	-1.46	P
USGS	01310521	2023-02-22 02:00	EST	-0.41	P	-1.55	P
USGS	01310521	2023-02-22 02:06	EST	-0.49	P	-1.63	P
USGS	01310521	2023-02-22 02:12	EST	-0.56	P	-1.70	P
USGS	01310521	2023-02-22 02:18	EST	-0.64	P	-1.78	P
USGS	01310521	2023-02-22 02:24	EST	-0.72	P	-1.86	P
USGS	01310521	2023-02-22 02:30	EST	-0.79	P	-1.93	P
USGS	01310521	2023-02-22 02:36	EST	-0.87	P	-2.01	P
USGS	01310521	2023-02-22 02:42	EST	-0.94	P	-2.08	P
USGS	01310521	2023-02-22 02:48	EST	-0.99	P	-2.13	P
USGS	01310521	2023-02-22 02:54	EST	-1.04	P	-2.18	P
USGS	01310521	2023-02-22 03:00	EST	-1.09	P	-2.23	P
USGS	01310521	2023-02-22 03:06	EST	-1.13	P	-2.27	P
USGS	01310521	2023-02-22 03:12	EST	-1.17	P	-2.31	P
USGS	01310521	2023-02-22 03:18	EST	-1.19	P	-2.33	P
USGS	01310521	2023-02-22 03:24	EST	-1.22	P	-2.36	P
USGS	01310521	2023-02-22 03:30	EST	-1.26	P	-2.40	P
USGS	01310521	2023-02-22 03:36	EST	-1.24	P	-2.38	P
USGS	01310521	2023-02-22 03:42	EST	-1.20	P	-2.34	P
USGS	01310521	2023-02-22 03:48	EST	-1.18	P	-2.32	P
USGS	01310521	2023-02-22 03:54	EST	-1.21	P	-2.35	P
USGS	01310521	2023-02-22 04:00	EST	-1.22	P	-2.36	P
USGS	01310521	2023-02-22 04:06	EST	-1.09	P	-2.23	P
USGS	01310521	2023-02-22 04:12	EST	-1.03	P	-2.17	P
USGS	01310521	2023-02-22 04:18	EST	-0.95	P	-2.09	P
USGS	01310521	2023-02-22 04:24	EST	-0.83	P	-1.97	P
USGS	01310521	2023-02-22 04:30	EST	-0.76	P	-1.90	P
USGS	01310521	2023-02-22 04:36	EST	-0.58	P	-1.72	P
USGS	01310521	2023-02-22 04:42	EST	-0.46	P	-1.60	P
USGS	01310521	2023-02-22 04:48	EST	-0.37	P	-1.51	P
USGS	01310521	2023-02-22 04:54	EST	-0.23	P	-1.37	P
USGS	01310521	2023-02-22 05:00	EST	-0.12	P	-1.26	P
USGS	01310521	2023-02-22 05:06	EST	0.01	P	-1.13	P
USGS	01310521	2023-02-22 05:12	EST	0.12	P	-1.02	P
USGS	01310521	2023-02-22 05:18	EST	0.22	P	-0.92	P
USGS	01310521	2023-02-22 05:24	EST	0.31	P	-0.83	P
USGS	01310521	2023-02-22 05:30	EST	0.42	P	-0.72	P
USGS	01310521	2023-02-22 05:36	EST	0.54	P	-0.60	P
USGS	01310521	2023-02-22 05:42	EST	0.63	P	-0.51	P
USGS	01310521	2023-02-22 05:48	EST	0.79	P	-0.35	P
USGS	01310521	2023-02-22 05:54	EST	0.94	P	-0.20	P
USGS	01310521	2023-02-22 06:00	EST	1.10	P	-0.04	P
USGS	01310521	2023-02-22 06:06	EST	1.23	P	0.09	P
USGS	01310521	2023-02-22 06:12	EST	1.32	P	0.18	P
USGS	01310521	2023-02-22 06:18	EST	1.46	P	0.32	P
USGS	01310521	2023-02-22 06:24	EST	1.62	P	0.48	P
USGS	01310521	2023-02-22 06:30	EST	1.76	P	0.62	P
USGS	01310521	2023-02-22 06:36	EST	1.86	P	0.72	P
USGS	01310521	2023-02-22 06:42	EST	1.97	P	0.83	P
USGS	01310521	2023-02-22 06:48	EST	2.07	P	0.93	P
USGS	01310521	2023-02-22 06:54	EST	2.23	P	1.09	P
USGS	01310521	2023-02-22 07:00	EST	2.34	P	1.20	P
USGS	01310521	2023-02-22 07:06	EST	2.46	P	1.32	P
USGS	01310521	2023-02-22 07:12	EST	2.53	P	1.39	P
USGS	01310521	2023-02-22 07:18	EST	2.67	P	1.53	P
USGS	01310521	2023-02-22 07:24	EST	2.77	P	1.63	P
USGS	01310521	2023-02-22 07:30	EST	2.89	P	1.75	P
USGS	01310521	2023-02-22 07:36	EST	2.99	P	1.85	P
USGS	01310521	2023-02-22 07:42	EST	3.11	P	1.97	P
USGS	01310521	2023-02-22 07:48	EST	3.21	P	2.07	P
USGS	01310521	2023-02-22 07:54	EST	3.31	P	2.17	P
USGS	01310521	2023-02-22 08:00	EST	3.40	P	2.26	P
USGS	01310521	2023-02-22 08:06	EST	3.48	P	2.34	P
USGS	01310521	2023-02-22 08:12	EST	3.54	P	2.40	P
USGS	01310521	2023-02-22 08:18	EST	3.61	P	2.47	P
USGS	01310521	2023-02-22 08:24	EST	3.67	P	2.53	P
USGS	01310521	2023-02-22 08:30	EST	3.74	P	2.60	P
USGS	01310521	2023-02-22 08:36	EST	3.78	P	2.64	P
USGS	01310521	2023-02-22 08:42	EST	3.84	P	2.70	P
USGS	01310521	2023-02-22 08:48	EST	3.90	P	2.76	P
USGS	01310521	2023-02-22 08:54	EST	3.97	P	2.83	P
USGS	01310521	2023-02-22 09:00	EST	4.00	P	2.86	P
USGS	01310521	2023-02-22 09:06	EST	4.05	P	2.91	P
USGS	01310521	2023-02-22 09:12	EST	4.08	P	2.94	P
USGS	01310521	2023-02-22 09:18	EST	4.11	P	2.97	P
USGS	01310521	2023-02-22 09:24	EST	4.13	P	2.99	P
USGS	01310521	2023-02-22 09:30	EST	4.13	P	2.99	P
USGS	01310521	2023-02-22 09:36	EST	4.12	P	2.98	P
USGS	01310521	2023-02-22 09:42	EST	4.12	P	2.98	P
USGS	01310521	2023-02-22 09:48	EST	4.09	P	2.95	P
USGS	01310521	2023-02-22 09:54	EST	4.06	P	2.92	P
USGS	01310521	2023-02-22 10:00	EST	4.02	P	2.88	P
USGS	01310521	2023-02-22 10:06	EST	3.98	P	2.84	P
USGS	01310521	2023-02-22 10:12	EST	3.93	P	2.79	P
USGS	01310521	2023-02-22 10:18	EST	3.83	P	2.69	P
USGS	01310521	2023-02-22 10:24	EST	3.73	P	2.59	P
USGS	01310521	2023-02-22 10:30	EST	3.65	P	2.51	P
USGS	01310521	2023-02-22 10:36	EST	3.54	P	2.40	P
USGS	01310521	2023-02-22 10:42	EST	3.47	P	2.33	P
USGS	01310521	2023-02-22 10:48	EST	3.36	P	2.22	P
USGS	01310521	2023-02-22 10:54	EST	3.25	P	2.11	P
USGS	01310521	2023-02-22 11:00	EST	3.13	P	1.99	P
USGS	01310521	2023-02-22 11:06	EST	3.02	P	1.88	P
USGS	01310521	2023-02-22 11:12	EST	2.90	P	1.76	P
USGS	01310521	2023-02-22 11:18	EST	2.80	P	1.66	P
USGS	01310521	2023-02-22 11:24	EST	2.67	P	1.53	P
USGS	01310521	2023-02-22 11:30	EST	2.54	P	1.40	P
USGS	01310521	2023-02-22 11:36	EST	2.44	P	1.30	P
USGS	01310521	2023-02-22 11:42	EST	2.31	P	1.17	P
USGS	01310521	2023-02-22 11:48	EST	2.19	P	1.05	P
USGS	01310521	2023-02-22 11:54	EST	2.06	P	0.92	P
USGS	01310521	2023-02-22 12:00	EST	1.96	P	0.82	P
USGS	01310521	2023-02-22 12:06	EST	1.85	P	0.71	P
USGS	01310521	2023-02-22 12:12	EST	1.73	P	0.59	P
USGS	01310521	2023-02-22 12:18	EST	1.64	P	0.50	P
USGS	01310521	2023-02-22 12:24	EST	1.52	P	0.38	P
USGS	01310521	2023-02-22 12:30	EST	1.40	P	0.26	P
USGS	01310521	2023-02-22 12:36	EST	1.27	P	0.13	P
USGS	01310521	2023-02-22 12:42	EST	1.15	P	0.01	P
USGS	01310521	2023-02-22 12:48	EST	1.03	P	-0.11	P
USGS	01310521	2023-02-22 12:54	EST	0.90	P	-0.24	P
USGS	01310521	2023-02-22 13:00	EST	0.84	P	-0.30	P
USGS	01310521	2023-02-22 13:06	EST	0.72	P	-0.42	P
USGS	01310521	2023-02-22 13:12	EST	0.62	P	-0.52	P
USGS	01310521	2023-02-22 13:18	EST	0.53	P	-0.61	P
USGS	01310521	2023-02-22 13:24	EST	0.41	P	-0.73	P
USGS	01310521	2023-02-22 13:30	EST	0.29	P	-0.85	P
USGS	01310521	2023-02-22 13:36	EST	0.19	P	-0.95	P
USGS	01310521	2023-02-22 13:42	EST	0.08	P	-1.06	P
USGS	01310521	2023-02-22 13:48	EST	-0.02	P	-1.16	P
USGS	01310521	2023-02-22 13:54	EST	-0.13	P	-1.27	P
USGS	01310521	2023-02-22 14:00	EST	-0.22	P	-1.36	P
USGS	01310521	2023-02-22 14:06	EST	-0.30	P	-1.44	P
USGS	01310521	2023-02-22 14:12	EST	-0.40	P	-1.54	P
USGS	01310521	2023-02-22 14:18	EST	-0.50	P	-1.64	P
